date,source,target
2013-09-16,5,462
2013-09-16,19,42
2013-09-16,26,9
2013-09-16,27,3
2013-09-16,27,142
2013-09-16,49,93
2013-09-16,49,1558
2013-09-16,93,49
2013-09-16,155,64
2013-09-16,462,5
2013-09-16,484,93
2013-09-16,1380,690
2013-09-16,1558,49
2013-09-17,6,266
2013-09-17,6,549
2013-09-17,7585,49
2013-09-18,19,26
2013-09-18,26,19
2013-09-18,31,429
2013-09-18,73,95
2013-09-18,95,73
2013-09-18,309,702
2013-09-18,702,309
2013-09-19,31,36
2013-09-19,178,982
2013-09-19,245,308
2013-09-19,308,245
2013-09-19,332,428
2013-09-19,982,178
2013-09-19,1184,12
2013-09-20,1,1522
2013-09-20,8,237
2013-09-20,19,783
2013-09-20,242,26
2013-09-20,372,462
2013-09-20,432,1822
2013-09-20,462,372
2013-09-20,549,6
2013-09-20,783,19
2013-09-20,1196,2391
2013-09-20,1380,185
2013-09-20,1822,432
2013-09-20,2391,1196
2013-09-21,5,3009
2013-09-21,8,1578
2013-09-21,87,572
2013-09-21,87,592
2013-09-21,95,1370
2013-09-21,432,3301
2013-09-21,433,572
2013-09-21,572,87
2013-09-21,572,433
2013-09-21,592,87
2013-09-21,1370,95
2013-09-21,3009,5
2013-09-21,3301,432
2013-09-22,19,158
2013-09-22,19,894
2013-09-22,19,1581
2013-09-22,34,33
2013-09-22,34,1352
2013-09-22,158,19
2013-09-22,462,427
2013-09-22,894,19
2013-09-22,1196,397
2013-09-22,1352,34
2013-09-22,1581,19
2013-09-22,1581,7420
2013-09-23,1,3295
2013-09-23,1,3300
2013-09-23,7,2381
2013-09-23,12,290
2013-09-23,27,336
2013-09-23,61,5
2013-09-23,61,178
2013-09-23,290,12
2013-09-23,336,27
2013-09-23,397,1196
2013-09-23,594,1522
2013-09-23,1518,88
2013-09-23,1522,1
2013-09-23,1522,594
2013-09-23,2381,7
2013-09-24,12,1360
2013-09-24,145,1550
2013-09-24,173,2392
2013-09-24,1360,12
2013-09-24,1550,145
2013-09-24,2392,173
2013-09-25,34,32
2013-09-25,49,242
2013-09-25,88,666
2013-09-25,88,1518
2013-09-25,145,332
2013-09-25,332,46
2013-09-25,332,49
2013-09-25,332,145
2013-09-25,332,242
2013-09-25,462,55
2013-09-25,666,88
2013-09-26,7,1057
2013-09-26,32,49
2013-09-26,33,34
2013-09-26,34,26
2013-09-26,36,424
2013-09-26,36,1381
2013-09-26,49,32
2013-09-26,87,1381
2013-09-26,424,36
2013-09-26,1057,7
2013-09-26,1374,12
2013-09-26,1381,36
2013-09-26,1381,87
2013-09-26,2387,27
2013-09-27,34,219
2013-09-27,219,32
2013-09-27,594,1582
2013-09-27,597,2354
2013-09-27,1582,594
2013-09-27,2354,597
2013-09-27,3300,1
2013-09-28,87,158
2013-09-28,144,55
2013-09-28,158,87
2013-09-28,214,6
2013-09-29,5,67
2013-09-29,8,335
2013-09-29,67,5
2013-09-29,82,219
2013-09-29,219,82
2013-09-29,290,397
2013-09-29,397,290
2013-09-30,11,93
2013-09-30,12,1516
2013-09-30,12,7585
2013-09-30,34,585
2013-09-30,36,32
2013-09-30,397,1060
2013-09-30,585,34
2013-09-30,1060,397
2013-09-30,1516,12
2013-09-30,7585,12
2013-10-01,6,163
2013-10-01,18,151
2013-10-01,42,36
2013-10-01,42,2155
2013-10-01,151,18
2013-10-01,163,6
2013-10-01,185,6
2013-10-01,185,10
2013-10-01,185,11
2013-10-01,185,24
2013-10-01,185,31
2013-10-01,185,32
2013-10-01,185,47
2013-10-01,185,53
2013-10-01,185,83
2013-10-01,185,95
2013-10-01,185,98
2013-10-01,185,170
2013-10-01,185,188
2013-10-01,185,198
2013-10-01,185,249
2013-10-01,185,264
2013-10-01,185,288
2013-10-01,185,349
2013-10-01,185,423
2013-10-01,185,813
2013-10-01,2155,42
2013-10-02,1,87
2013-10-02,5,434
2013-10-02,12,241
2013-10-02,21,85
2013-10-02,49,250
2013-10-02,68,5
2013-10-02,85,21
2013-10-02,85,205
2013-10-02,205,21
2013-10-02,205,85
2013-10-02,241,12
2013-10-02,250,49
2013-10-02,434,5
2013-10-02,2371,138
2013-10-02,7585,27
2013-10-03,29,177
2013-10-03,32,219
2013-10-03,34,292
2013-10-03,36,27
2013-10-03,63,177
2013-10-03,63,7603
2013-10-03,82,707
2013-10-03,95,3302
2013-10-03,286,177
2013-10-03,292,34
2013-10-03,707,82
2013-10-03,707,1195
2013-10-03,1195,707
2013-10-04,34,1381
2013-10-04,61,965
2013-10-04,158,397
2013-10-04,219,3
2013-10-04,397,158
2013-10-04,397,1877
2013-10-04,614,707
2013-10-04,707,614
2013-10-04,1381,34
2013-10-04,1877,397
2013-10-05,1,1583
2013-10-05,5,26
2013-10-05,19,291
2013-10-05,26,5
2013-10-05,30,2
2013-10-05,30,20
2013-10-05,30,31
2013-10-05,30,111
2013-10-05,46,3303
2013-10-05,87,241
2013-10-05,115,241
2013-10-05,151,213
2013-10-05,208,291
2013-10-05,213,151
2013-10-05,241,87
2013-10-05,241,115
2013-10-05,241,397
2013-10-05,241,707
2013-10-05,241,1880
2013-10-05,291,19
2013-10-05,291,208
2013-10-05,397,241
2013-10-05,694,11
2013-10-05,707,241
2013-10-05,1583,1
2013-10-05,1880,241
2013-10-06,53,185
2013-10-06,95,42
2013-10-06,144,412
2013-10-06,397,707
2013-10-06,412,144
2013-10-06,707,397
2013-10-06,707,1045
2013-10-06,1045,707
2013-10-07,19,707
2013-10-07,241,751
2013-10-07,241,1822
2013-10-07,707,19
2013-10-07,751,241
2013-10-07,1822,241
2013-10-08,5,61
2013-10-08,6,1371
2013-10-08,22,123
2013-10-08,33,7398
2013-10-08,144,1377
2013-10-08,397,702
2013-10-08,495,1377
2013-10-08,702,397
2013-10-08,1377,495
2013-10-08,7398,33
2013-10-09,7,1768
2013-10-09,12,397
2013-10-09,397,12
2013-10-09,1768,7
2013-10-09,2155,7344
2013-10-10,12,34
2013-10-10,34,12
2013-10-10,34,397
2013-10-10,178,330
2013-10-10,330,1
2013-10-10,330,2
2013-10-10,330,178
2013-10-10,397,34
2013-10-10,1369,260
2013-10-11,22,342
2013-10-11,163,397
2013-10-11,163,462
2013-10-11,386,462
2013-10-11,397,163
2013-10-11,462,163
2013-10-11,462,386
2013-10-11,1377,144
2013-10-12,286,26
2013-10-13,19,7391
2013-10-13,310,7391
2013-10-13,7391,12
2013-10-13,7391,19
2013-10-13,7391,310
2013-10-14,27,12
2013-10-14,30,7380
2013-10-14,87,288
2013-10-14,288,87
2013-10-15,6,3305
2013-10-15,82,95
2013-10-15,87,1
2013-10-15,95,82
2013-10-15,1066,2393
2013-10-15,2080,87
2013-10-15,2393,1066
2013-10-16,2,1156
2013-10-16,13,7514
2013-10-16,16,164
2013-10-16,68,178
2013-10-16,87,1156
2013-10-16,164,761
2013-10-16,245,397
2013-10-16,397,245
2013-10-16,397,1156
2013-10-16,495,758
2013-10-16,758,495
2013-10-16,761,164
2013-10-16,1156,2
2013-10-16,1156,87
2013-10-16,1156,397
2013-10-17,6,330
2013-10-17,26,3304
2013-10-17,27,290
2013-10-17,151,194
2013-10-17,151,2393
2013-10-17,164,15
2013-10-17,290,27
2013-10-17,320,435
2013-10-17,330,6
2013-10-17,372,144
2013-10-17,1380,6
2013-10-17,3304,26
2013-10-18,5,24
2013-10-18,19,24
2013-10-18,24,5
2013-10-18,29,32
2013-10-18,30,7391
2013-10-18,33,376
2013-10-18,310,707
2013-10-18,376,33
2013-10-18,397,666
2013-10-18,666,397
2013-10-18,702,707
2013-10-18,707,310
2013-10-18,707,702
2013-10-18,976,12
2013-10-18,1066,1881
2013-10-18,1772,27
2013-10-18,1881,1066
2013-10-19,6,2352
2013-10-19,12,32
2013-10-19,27,702
2013-10-19,32,12
2013-10-19,42,87
2013-10-19,46,3308
2013-10-19,87,42
2013-10-19,702,27
2013-10-19,812,1848
2013-10-19,1848,812
2013-10-19,6736,27
2013-10-20,5,33
2013-10-20,6,32
2013-10-20,19,154
2013-10-20,33,5
2013-10-20,85,93
2013-10-20,93,85
2013-10-20,154,19
2013-10-20,292,462
2013-10-20,433,5
2013-10-20,462,292
2013-10-21,5,6
2013-10-21,12,1331
2013-10-21,87,2080
2013-10-21,243,890
2013-10-21,1331,12
2013-10-21,2393,151
2013-10-22,12,59
2013-10-22,19,87
2013-10-22,38,3310
2013-10-22,59,12
2013-10-22,87,19
2013-10-22,87,1880
2013-10-22,241,2
2013-10-22,1880,87
2013-10-23,5,27
2013-10-23,5,42
2013-10-23,5,1909
2013-10-23,12,614
2013-10-23,24,63
2013-10-23,27,5
2013-10-23,32,237
2013-10-23,33,87
2013-10-23,63,336
2013-10-23,87,33
2013-10-23,87,397
2013-10-23,87,602
2013-10-23,87,1863
2013-10-23,87,3306
2013-10-23,95,373
2013-10-23,237,32
2013-10-23,330,185
2013-10-23,373,46
2013-10-23,386,495
2013-10-23,397,87
2013-10-23,602,87
2013-10-23,614,12
2013-10-23,614,1882
2013-10-23,1863,87
2013-10-23,1882,614
2013-10-23,1909,5
2013-10-23,3306,87
2013-10-24,32,366
2013-10-24,67,102
2013-10-24,87,154
2013-10-24,87,424
2013-10-24,87,454
2013-10-24,87,707
2013-10-24,102,67
2013-10-24,154,87
2013-10-24,424,87
2013-10-24,454,87
2013-10-24,495,386
2013-10-24,551,19
2013-10-24,707,87
2013-10-24,3305,6
2013-10-25,6,123
2013-10-25,12,976
2013-10-25,42,5
2013-10-25,123,6
2013-10-25,144,462
2013-10-25,2352,6
2013-10-26,29,207
2013-10-26,67,87
2013-10-26,87,67
2013-10-26,1194,3311
2013-10-27,5,7380
2013-10-27,32,3312
2013-10-27,207,26
2013-10-27,3311,1194
2013-10-27,3312,32
2013-10-28,8,1865
2013-10-28,27,87
2013-10-28,34,980
2013-10-28,87,27
2013-10-28,87,309
2013-10-28,87,7412
2013-10-28,125,309
2013-10-28,309,87
2013-10-28,309,125
2013-10-28,980,19
2013-10-28,980,34
2013-10-28,1380,244
2013-10-28,7412,87
2013-10-29,12,280
2013-10-29,12,1873
2013-10-29,309,11
2013-10-29,812,127
2013-10-29,934,2394
2013-10-29,1873,12
2013-10-29,2394,934
2013-10-29,3314,7412
2013-10-29,7412,3314
2013-10-30,1,617
2013-10-30,1,3313
2013-10-30,5,280
2013-10-30,5,309
2013-10-30,6,12
2013-10-30,6,1069
2013-10-30,12,6
2013-10-30,123,128
2013-10-30,128,123
2013-10-30,280,5
2013-10-30,309,5
2013-10-31,5,695
2013-10-31,5,774
2013-10-31,5,1156
2013-10-31,6,227
2013-10-31,8,5
2013-10-31,73,7412
2013-10-31,85,617
2013-10-31,104,801
2013-10-31,227,6
2013-10-31,309,637
2013-10-31,395,7412
2013-10-31,617,85
2013-10-31,637,309
2013-10-31,695,5
2013-10-31,774,5
2013-10-31,1069,138
2013-10-31,1156,5
2013-10-31,7412,73
2013-10-31,7412,395
2013-11-01,26,93
2013-11-01,30,1421
2013-11-01,59,237
2013-11-01,64,196
2013-11-01,237,59
2013-11-01,761,269
2013-11-01,1421,30
2013-11-02,5,310
2013-11-02,26,207
2013-11-02,27,617
2013-11-02,85,207
2013-11-02,85,242
2013-11-02,87,163
2013-11-02,163,87
2013-11-02,207,85
2013-11-02,242,85
2013-11-02,310,5
2013-11-02,310,36
2013-11-02,617,27
2013-11-02,894,11
2013-11-03,19,125
2013-11-03,87,2155
2013-11-03,125,2225
2013-11-03,2155,87
2013-11-03,2394,125
2013-11-04,34,280
2013-11-04,61,982
2013-11-04,87,280
2013-11-04,125,2394
2013-11-04,280,34
2013-11-04,280,87
2013-11-04,336,63
2013-11-04,435,13
2013-11-04,435,46
2013-11-04,435,320
2013-11-04,435,1855
2013-11-04,982,61
2013-11-04,1738,171
2013-11-05,5,3
2013-11-05,5,43
2013-11-05,19,31
2013-11-05,19,259
2013-11-05,30,7516
2013-11-05,43,5
2013-11-05,154,290
2013-11-05,259,19
2013-11-05,290,154
2013-11-05,7516,30
2013-11-06,3,1379
2013-11-06,5,3309
2013-11-06,6,5
2013-11-06,13,2355
2013-11-06,20,31
2013-11-06,61,972
2013-11-06,85,164
2013-11-06,87,259
2013-11-06,87,702
2013-11-06,110,1883
2013-11-06,207,7516
2013-11-06,227,1883
2013-11-06,259,87
2013-11-06,259,1860
2013-11-06,702,87
2013-11-06,1860,259
2013-11-06,1883,110
2013-11-06,1883,227
2013-11-06,3309,5
2013-11-07,11,1883
2013-11-07,26,7516
2013-11-07,27,81
2013-11-07,81,27
2013-11-07,758,144
2013-11-07,1379,3
2013-11-07,1379,549
2013-11-07,1883,11
2013-11-07,7516,207
2013-11-08,5,118
2013-11-08,5,7516
2013-11-08,7,7516
2013-11-08,8,29
2013-11-08,118,5
2013-11-08,128,617
2013-11-08,320,2833
2013-11-08,459,35
2013-11-08,617,1
2013-11-08,617,128
2013-11-08,2833,320
2013-11-09,5,391
2013-11-09,5,435
2013-11-09,5,1819
2013-11-09,30,123
2013-11-09,123,30
2013-11-09,391,5
2013-11-09,435,5
2013-11-09,1380,7435
2013-11-09,1819,5
2013-11-09,1869,3315
2013-11-09,3315,1194
2013-11-09,3315,1869
2013-11-09,7435,1380
2013-11-10,11,310
2013-11-10,26,29
2013-11-10,43,145
2013-11-10,61,3196
2013-11-10,128,1190
2013-11-10,144,283
2013-11-10,310,11
2013-11-10,310,120
2013-11-10,310,7435
2013-11-10,488,61
2013-11-10,488,972
2013-11-10,896,1
2013-11-10,896,259
2013-11-10,1190,128
2013-11-10,1380,7346
2013-11-10,3196,61
2013-11-10,7435,310
2013-11-11,11,125
2013-11-11,19,95
2013-11-11,283,144
2013-11-11,617,459
2013-11-11,7585,19
2013-11-12,8,7412
2013-11-12,8,7435
2013-11-12,11,103
2013-11-12,64,1070
2013-11-12,95,2953
2013-11-12,103,11
2013-11-12,179,322
2013-11-13,5,163
2013-11-13,11,34
2013-11-13,12,1535
2013-11-13,24,241
2013-11-13,105,7445
2013-11-13,241,24
2013-11-13,1190,11
2013-11-13,1535,12
2013-11-13,7445,105
2013-11-13,7445,125
2013-11-14,11,7445
2013-11-14,19,33
2013-11-14,32,154
2013-11-14,33,115
2013-11-14,33,1191
2013-11-14,115,33
2013-11-14,144,198
2013-11-14,151,1884
2013-11-14,154,32
2013-11-14,198,144
2013-11-14,527,6792
2013-11-14,1191,33
2013-11-14,6786,199
2013-11-14,6792,527
2013-11-14,7419,88
2013-11-15,5,120
2013-11-15,11,326
2013-11-15,93,26
2013-11-15,120,5
2013-11-15,262,11
2013-11-15,322,179
2013-11-15,326,11
2013-11-15,348,11
2013-11-15,527,1584
2013-11-15,649,1
2013-11-15,1584,527
2013-11-15,1883,7507
2013-11-15,1884,151
2013-11-15,7507,1883
2013-11-16,5,3133
2013-11-16,5,7433
2013-11-16,12,11
2013-11-16,12,120
2013-11-16,95,1
2013-11-16,120,12
2013-11-17,19,241
2013-11-17,30,3
2013-11-17,39,326
2013-11-17,163,650
2013-11-17,173,3
2013-11-17,241,19
2013-11-17,241,1353
2013-11-17,241,7507
2013-11-17,326,39
2013-11-17,650,163
2013-11-17,1353,241
2013-11-17,7507,241
2013-11-17,7507,650
2013-11-18,5,245
2013-11-18,5,3206
2013-11-18,19,757
2013-11-18,33,290
2013-11-18,33,326
2013-11-18,33,1882
2013-11-18,39,163
2013-11-18,87,1884
2013-11-18,105,720
2013-11-18,163,39
2013-11-18,227,330
2013-11-18,245,5
2013-11-18,290,33
2013-11-18,326,33
2013-11-18,415,829
2013-11-18,415,7558
2013-11-18,459,1884
2013-11-18,490,650
2013-11-18,496,105
2013-11-18,650,490
2013-11-18,720,105
2013-11-18,757,19
2013-11-18,829,415
2013-11-18,1882,33
2013-11-18,1884,459
2013-11-18,3206,127
2013-11-18,7558,415
2013-11-18,7558,650
2013-11-19,1,154
2013-11-19,5,599
2013-11-19,30,5
2013-11-19,30,1043
2013-11-19,30,7558
2013-11-19,33,649
2013-11-19,88,7419
2013-11-19,128,545
2013-11-19,128,3321
2013-11-19,154,1
2013-11-19,173,11
2013-11-19,173,1032
2013-11-19,191,599
2013-11-19,415,545
2013-11-19,545,128
2013-11-19,545,415
2013-11-19,599,5
2013-11-19,602,702
2013-11-19,702,602
2013-11-19,1032,173
2013-11-19,1043,30
2013-11-19,3321,128
2013-11-19,7466,7558
2013-11-19,7558,496
2013-11-19,7558,7466
2013-11-20,1,649
2013-11-20,1,1886
2013-11-20,1,3316
2013-11-20,3,163
2013-11-20,31,286
2013-11-20,33,3322
2013-11-20,85,7
2013-11-20,87,3318
2013-11-20,105,496
2013-11-20,125,93
2013-11-20,125,496
2013-11-20,163,3
2013-11-20,173,19
2013-11-20,173,93
2013-11-20,173,496
2013-11-20,286,31
2013-11-20,496,173
2013-11-20,590,614
2013-11-20,614,590
2013-11-20,824,3323
2013-11-20,1884,87
2013-11-20,1886,1
2013-11-20,3318,87
2013-11-20,3323,824
2013-11-21,5,31
2013-11-21,7,7507
2013-11-21,7,7558
2013-11-21,12,2396
2013-11-21,19,7563
2013-11-21,19,7585
2013-11-21,34,131
2013-11-21,42,173
2013-11-21,125,27
2013-11-21,125,2395
2013-11-21,128,163
2013-11-21,131,34
2013-11-21,131,290
2013-11-21,173,42
2013-11-21,173,602
2013-11-21,290,131
2013-11-21,415,3324
2013-11-21,496,7558
2013-11-21,602,173
2013-11-21,2395,125
2013-11-21,2396,12
2013-11-21,2396,6369
2013-11-21,2396,7444
2013-11-21,3206,5
2013-11-21,3324,415
2013-11-22,3,720
2013-11-22,5,7563
2013-11-22,5,7585
2013-11-22,11,128
2013-11-22,12,649
2013-11-22,22,561
2013-11-22,22,2651
2013-11-22,29,496
2013-11-22,33,105
2013-11-22,49,81
2013-11-22,49,7563
2013-11-22,49,7585
2013-11-22,105,33
2013-11-22,154,896
2013-11-22,305,12
2013-11-22,309,1353
2013-11-22,310,649
2013-11-22,462,3326
2013-11-22,496,29
2013-11-22,649,12
2013-11-22,649,310
2013-11-22,649,1197
2013-11-22,720,3
2013-11-22,1353,309
2013-11-22,3326,462
2013-11-23,3,158
2013-11-23,3,3328
2013-11-23,7,25
2013-11-23,30,1197
2013-11-23,123,649
2013-11-23,125,131
2013-11-23,128,2397
2013-11-23,131,22
2013-11-23,131,125
2013-11-23,332,3325
2013-11-23,649,123
2013-11-23,1197,1
2013-11-23,1197,30
2013-11-23,1197,649
2013-11-23,2397,3327
2013-11-23,3316,1
2013-11-23,3325,332
2013-11-23,3327,2397
2013-11-23,3328,3
2013-11-24,6,1865
2013-11-24,7,5342
2013-11-24,7,7585
2013-11-24,22,5
2013-11-24,34,205
2013-11-24,104,64
2013-11-24,105,7585
2013-11-24,158,3
2013-11-24,429,7
2013-11-24,5342,7392
2013-11-25,2,111
2013-11-25,5,2397
2013-11-25,6,207
2013-11-25,8,1691
2013-11-25,31,19
2013-11-25,105,2397
2013-11-25,241,602
2013-11-25,279,35
2013-11-25,309,1885
2013-11-25,412,1380
2013-11-25,602,241
2013-11-25,888,1886
2013-11-25,1380,412
2013-11-25,1886,888
2013-11-25,2397,105
2013-11-26,3,88
2013-11-26,3,590
2013-11-26,5,19
2013-11-26,5,946
2013-11-26,11,7446
2013-11-26,12,82
2013-11-26,15,1873
2013-11-26,25,7
2013-11-26,32,88
2013-11-26,37,601
2013-11-26,82,12
2013-11-26,88,3
2013-11-26,88,32
2013-11-26,128,580
2013-11-26,2261,127
2013-11-26,2261,435
2013-11-27,1,1862
2013-11-27,2,1691
2013-11-27,3,351
2013-11-27,3,748
2013-11-27,5,88
2013-11-27,5,759
2013-11-27,5,2395
2013-11-27,6,150
2013-11-27,7,650
2013-11-27,7,882
2013-11-27,8,7408
2013-11-27,8,7507
2013-11-27,8,7558
2013-11-27,12,93
2013-11-27,24,484
2013-11-27,38,241
2013-11-27,38,7392
2013-11-27,49,105
2013-11-27,81,467
2013-11-27,93,12
2013-11-27,105,49
2013-11-27,105,484
2013-11-27,105,1197
2013-11-27,150,6
2013-11-27,222,896
2013-11-27,241,2400
2013-11-27,467,81
2013-11-27,467,701
2013-11-27,484,105
2013-11-27,496,3320
2013-11-27,650,3
2013-11-27,868,1585
2013-11-27,896,222
2013-11-27,982,2398
2013-11-27,1197,105
2013-11-27,1585,868
2013-11-27,2395,5
2013-11-27,2398,127
2013-11-27,2398,982
2013-11-27,3320,496
2013-11-28,5,641
2013-11-28,5,7485
2013-11-28,8,527
2013-11-28,8,1584
2013-11-28,8,6792
2013-11-28,8,7345
2013-11-28,8,7347
2013-11-28,61,2398
2013-11-28,64,81
2013-11-28,81,64
2013-11-28,95,33
2013-11-28,123,49
2013-11-28,128,974
2013-11-28,247,459
2013-11-28,292,894
2013-11-28,459,247
2013-11-28,641,5
2013-11-28,894,292
2013-11-28,974,128
2013-11-28,2398,61
2013-11-29,1,1197
2013-11-29,1,1867
2013-11-29,1,1885
2013-11-29,1,3319
2013-11-29,1,3330
2013-11-29,3,650
2013-11-29,12,81
2013-11-29,33,81
2013-11-29,33,125
2013-11-29,38,2399
2013-11-29,59,1374
2013-11-29,63,1551
2013-11-29,81,12
2013-11-29,81,33
2013-11-29,81,128
2013-11-29,105,163
2013-11-29,125,649
2013-11-29,128,11
2013-11-29,128,81
2013-11-29,151,2399
2013-11-29,163,105
2013-11-29,459,1886
2013-11-29,649,33
2013-11-29,649,125
2013-11-29,649,650
2013-11-29,650,649
2013-11-29,1374,59
2013-11-29,1867,151
2013-11-29,1886,459
2013-11-29,2399,38
2013-11-29,2399,151
2013-11-29,3330,1
2013-11-30,3,974
2013-11-30,15,86
2013-11-30,15,7379
2013-11-30,15,7415
2013-11-30,19,580
2013-11-30,26,3
2013-11-30,26,88
2013-11-30,32,6
2013-11-30,49,88
2013-11-30,81,49
2013-11-30,81,3331
2013-11-30,88,49
2013-11-30,118,649
2013-11-30,128,193
2013-11-30,128,590
2013-11-30,199,1587
2013-11-30,590,128
2013-11-30,649,118
2013-11-30,974,3
2013-11-30,1885,1
2013-11-30,1885,309
2013-11-30,5342,4934
2013-12-01,5,154
2013-12-01,5,3254
2013-12-01,8,665
2013-12-01,8,780
2013-12-01,8,1104
2013-12-01,8,1502
2013-12-01,8,4934
2013-12-01,8,5446
2013-12-01,8,7423
2013-12-01,8,7459
2013-12-01,8,7470
2013-12-01,8,7471
2013-12-01,8,7472
2013-12-01,8,7485
2013-12-01,33,974
2013-12-01,154,5
2013-12-01,155,7415
2013-12-01,205,34
2013-12-01,602,7575
2013-12-01,649,1885
2013-12-01,650,105
2013-12-01,824,269
2013-12-01,974,33
2013-12-01,1873,15
2013-12-01,1873,35
2013-12-01,1873,3214
2013-12-01,1885,649
2013-12-01,3214,1873
2013-12-01,3331,81
2013-12-01,3331,219
2013-12-01,7575,602
2013-12-02,5,29
2013-12-02,5,197
2013-12-02,5,826
2013-12-02,5,7423
2013-12-02,12,31
2013-12-02,29,5
2013-12-02,31,12
2013-12-02,33,136
2013-12-02,36,983
2013-12-02,88,5
2013-12-02,136,33
2013-12-02,310,49
2013-12-02,412,496
2013-12-02,459,617
2013-12-02,496,412
2013-12-02,826,199
2013-12-02,983,36
2013-12-03,5,3307
2013-12-03,12,21
2013-12-03,12,602
2013-12-03,12,7575
2013-12-03,21,12
2013-12-03,34,81
2013-12-03,81,34
2013-12-03,125,704
2013-12-03,207,666
2013-12-03,351,105
2013-12-03,457,2395
2013-12-03,590,3
2013-12-03,602,12
2013-12-03,704,125
2013-12-03,2395,457
2013-12-03,7575,12
2013-12-04,12,305
2013-12-04,32,59
2013-12-04,34,490
2013-12-04,47,5
2013-12-04,47,163
2013-12-04,85,59
2013-12-04,105,26
2013-12-04,105,490
2013-12-04,105,649
2013-12-04,105,7575
2013-12-04,144,372
2013-12-04,144,7415
2013-12-04,309,3334
2013-12-04,490,34
2013-12-04,490,105
2013-12-04,490,1541
2013-12-04,649,105
2013-12-04,649,1192
2013-12-04,1024,7575
2013-12-04,1192,649
2013-12-04,1541,490
2013-12-04,3334,309
2013-12-05,1,3332
2013-12-05,8,229
2013-12-05,26,242
2013-12-05,34,649
2013-12-05,118,173
2013-12-05,178,3333
2013-12-05,590,6878
2013-12-05,649,34
2013-12-05,2090,15
2013-12-05,3332,1
2013-12-05,3333,178
2013-12-05,6878,590
2013-12-06,1,3317
2013-12-06,1,3329
2013-12-06,5,242
2013-12-06,8,758
2013-12-06,49,650
2013-12-06,412,31
2013-12-06,429,31
2013-12-06,650,49
2013-12-06,7398,431
2013-12-07,1,222
2013-12-07,30,318
2013-12-07,64,7415
2013-12-07,87,7415
2013-12-07,95,26
2013-12-08,1,3335
2013-12-08,5,602
2013-12-08,92,31
2013-12-08,120,49
2013-12-08,120,310
2013-12-08,602,5
2013-12-08,3307,5
2013-12-09,7,7567
2013-12-09,8,1195
2013-12-09,8,7542
2013-12-09,8,7567
2013-12-09,11,1887
2013-12-09,19,207
2013-12-09,24,49
2013-12-09,31,105
2013-12-09,49,24
2013-12-09,87,7542
2013-12-09,105,1915
2013-12-09,164,174
2013-12-09,173,7567
2013-12-09,174,164
2013-12-09,207,19
2013-12-09,349,185
2013-12-09,1887,11
2013-12-09,1915,105
2013-12-10,5,49
2013-12-10,8,7328
2013-12-10,8,7543
2013-12-10,24,122
2013-12-10,31,92
2013-12-10,32,5
2013-12-10,49,5
2013-12-10,87,7473
2013-12-10,88,26
2013-12-10,88,7328
2013-12-10,88,7543
2013-12-10,97,105
2013-12-10,105,97
2013-12-10,7398,7328
2013-12-11,1,1382
2013-12-11,1,2401
2013-12-11,5,32
2013-12-11,8,7474
2013-12-11,13,650
2013-12-11,16,80
2013-12-11,26,173
2013-12-11,173,29
2013-12-11,233,15
2013-12-11,602,105
2013-12-11,650,13
2013-12-12,6,1546
2013-12-12,8,304
2013-12-12,8,492
2013-12-12,8,702
2013-12-12,8,969
2013-12-12,8,1179
2013-12-12,8,2031
2013-12-12,8,7475
2013-12-12,12,2401
2013-12-12,21,47
2013-12-12,47,21
2013-12-12,65,165
2013-12-12,165,407
2013-12-12,207,6
2013-12-12,289,830
2013-12-12,430,59
2013-12-12,430,831
2013-12-12,666,207
2013-12-12,830,289
2013-12-12,831,430
2013-12-12,2401,12
2013-12-12,6878,11
2013-12-12,7398,87
2013-12-13,26,245
2013-12-13,49,830
2013-12-13,105,602
2013-12-13,188,7550
2013-12-13,206,284
2013-12-13,206,588
2013-12-13,206,632
2013-12-13,245,7398
2013-12-13,830,49
2013-12-13,1456,147
2013-12-13,1456,421
2013-12-13,1879,104
2013-12-14,5,3516
2013-12-14,8,331
2013-12-14,8,3516
2013-12-14,12,289
2013-12-14,13,7550
2013-12-14,15,369
2013-12-14,24,85
2013-12-14,33,2968
2013-12-14,46,7550
2013-12-14,49,7436
2013-12-14,85,24
2013-12-14,85,87
2013-12-14,87,85
2013-12-14,87,206
2013-12-14,87,526
2013-12-14,206,2
2013-12-14,206,13
2013-12-14,206,188
2013-12-14,206,7550
2013-12-14,289,12
2013-12-14,979,7550
2013-12-14,2968,33
2013-12-15,5,7550
2013-12-15,8,214
2013-12-15,8,885
2013-12-15,15,164
2013-12-15,87,2
2013-12-15,87,214
2013-12-15,530,214
2013-12-15,530,650
2013-12-15,650,530
2013-12-15,7398,258
2013-12-15,7476,876
2013-12-16,2,5
2013-12-16,2,87
2013-12-16,5,2
2013-12-16,5,12
2013-12-16,12,5
2013-12-16,432,1793
2013-12-16,432,1887
2013-12-16,1887,432
2013-12-17,5,3336
2013-12-17,8,78
2013-12-17,12,36
2013-12-17,12,158
2013-12-17,103,5
2013-12-17,154,24
2013-12-17,158,12
2013-12-17,454,1
2013-12-17,1588,7436
2013-12-17,3270,7436
2013-12-17,3319,1
2013-12-17,3336,5
2013-12-17,7436,1588
2013-12-18,5,255
2013-12-18,105,199
2013-12-18,199,105
